"","NB","BB"
"1",0.190383770229489,0.103352665709081
"2",0.198467575900332,0.121935799220936
"3",0.193939816465544,0.106438118206348
"4",0.19772744964686,0.111624277156583
"5",0.184674291907159,0.108758328273552
"6",0.184700279440944,0.107970439003913
"7",0.181636914032057,0.0994623344450865
"8",0.195671932661826,0.127115039827271
"9",0.190222402683678,0.111746812113826
"10",0.216024900817391,0.138123041864277
"11",0.190237019496606,0.0994106422760841
"12",0.205392541624126,0.124175605998545
"13",0.191573440851297,0.114326898794697
"14",0.203961019439885,0.128283004979516
"15",0.213811500582645,0.126107611046421
"16",0.193071765716829,0.119720106860149
"17",0.206724943651248,0.129984789801051
"18",0.216527940839689,0.148467852684263
"19",0.203204456108262,0.122518198886075
"20",0.223865766199642,0.14827811431068
"21",0.221147222295354,0.142962304036961
"22",0.214870184275228,0.144475812621504
"23",0.214124975657362,0.149213708153879
"24",0.211495478802357,0.163520418022022
"25",0.210306510367641,0.133788945976686
"26",0.191974323643078,0.108310532266658
"27",0.198614658962776,0.112888076253015
"28",0.207120559558687,0.12120891456414
"29",0.215108323978536,0.146875338055429
"30",0.191159250580608,0.107959253671098
"31",0.200665657689742,0.123155748747821
"32",0.210468812202893,0.134366160574338
"33",0.199655496959775,0.127342672613747
"34",0.210501576221128,0.162227036553515
"35",0.205924187641942,0.118056487886029
"36",0.198125108487697,0.117754604067579
"37",0.207625840175224,0.126346209487881
"38",0.193155568648421,0.123206954879056
"39",0.227910546384434,0.157590909043107
"40",0.19958088836716,0.105979357699302
"41",0.204345544726661,0.160415782512004
"42",0.215700504681678,0.133579749954831
"43",0.211668489419562,0.121759237358615
"44",0.23070412326649,0.145329799401991
"45",0.1909044027676,0.107488921480115
"46",0.198744067935597,0.112556958687223
"47",0.209889789846024,0.124764177628578
"48",0.199891199239089,0.126809818412875
"49",0.218934409024506,0.137526173923421
"50",0.188050161723846,0.109863803398097
"51",0.188868687256134,0.104322371490518
"52",0.186516166002646,0.100228832794416
"53",0.180352144401967,0.0940622900793779
"54",0.195260304537353,0.137777102811079
"55",0.194370385952308,0.10753209484578
"56",0.18599331341367,0.104850438236463
"57",0.189146366568077,0.102802247952556
"58",0.20462949154886,0.13501443373118
"59",0.205461962021105,0.12355194201583
"60",0.220971598225404,0.132625676668602
"61",0.194241424773887,0.118329726636003
"62",0.211085276298638,0.127938917402154
"63",0.210051859617275,0.129119740158149
"64",0.211666760883334,0.135297230384644
"65",0.194972739882142,0.119175616682343
"66",0.208268633708776,0.148876821532804
"67",0.205739863491415,0.149924661022951
"68",0.206647407866769,0.123870307228768
"69",0.215757869051721,0.124116774352525
"70",0.196301590068045,0.119615002522589
"71",0.22081236576737,0.142989988635648
"72",0.199396173807577,0.134404111377401
"73",0.245401612739178,0.157238791047697
"74",0.195004506317126,0.105956516550258
"75",0.215888669815153,0.147097853865505
"76",0.19626399953822,0.108841832468781
"77",0.198676168428146,0.101338975585463
"78",0.20310238101272,0.123305761758592
"79",0.200904354083029,0.113479701654635
"80",0.239426492180315,0.167169991560479
"81",0.191058695862499,0.103638806606399
"82",0.196967635916766,0.108884784826076
"83",0.202731143831308,0.121959360169237
"84",0.21635547060479,0.132920317527365
"85",0.185101364540155,0.0943186179404839
"86",0.25053679459593,0.169008913742766
"87",0.202457185868223,0.111717535884071
"88",0.206008308070495,0.129323367076414
"89",0.197713619235427,0.113674547199642
"90",0.191646912001994,0.101669752322824
"91",0.19542912257321,0.12665666758321
"92",0.203623270966753,0.121205540942403
"93",0.205334011220009,0.120735000592626
"94",0.19509947156632,0.120259649432671
"95",0.223613167383583,0.181755767595155
"96",0.185364917888599,0.101834983459047
"97",0.225507597801641,0.171817624293558
"98",0.20408630936157,0.123709942874394
"99",0.192760239536988,0.100581603836578
"100",0.208587498033109,0.12245292572559
